customer_id,age,income,credit_score,account_balance,num_products,has_credit_card,is_active_member,country,churn
112,68,69376,608,69658,2,0,0,Poland,0
113,34,65587,819,73112,1,0,1,Ukraine,0
114,25,56976,326,53067,2,0,1,Germany,0
115,52,124587,498,22516,2,0,1,Poland,0
116,52,147534,686,82969,3,0,1,Poland,1
117,50,87584,648,-3911,2,0,0,Ukraine,0
118,22,124537,835,32346,3,0,1,Germany,1
119,59,98477,677,69663,4,0,0,Poland,0
120,56,130911,826,5487,1,0,0,Poland,0
121,58,62533,452,-4845,2,0,1,Ukraine,0
122,45,21828,505,62494,1,1,0,Ukraine,0
123,24,21917,754,71229,2,1,1,Germany,0
124,26,40618,572,99648,1,1,0,Ukraine,0
125,25,52254,535,33547,2,1,1,Germany,0
126,29,125292,820,23795,2,0,0,Poland,0
127,51,136714,800,50296,2,1,0,Germany,0
128,50,67362,416,16447,2,1,1,Germany,0
129,65,40128,685,31598,2,0,1,Germany,0
130,40,143781,643,36814,2,1,0,Poland,0
131,41,131281,694,85751,2,1,0,Ukraine,1
132,54,79383,363,70330,2,0,1,Poland,1
133,52,85545,371,93745,2,0,0,Ukraine,1
134,61,102180,573,82960,1,0,1,Germany,0
135,57,107958,619,58278,3,1,0,Germany,1
136,39,29865,637,50077,2,1,1,Germany,1
137,44,22219,665,97932,3,0,0,Germany,0
138,52,59809,794,66906,2,0,1,Germany,0
139,18,136748,465,4528,2,1,1,Ukraine,1
140,52,25287,843,88812,1,0,0,Ukraine,0
141,54,146593,310,45100,4,1,1,Germany,0
142,64,54387,600,3179,4,0,0,Poland,0
143,31,28512,401,43781,1,0,1,Poland,0
144,20,21342,724,50267,3,1,1,Germany,1
145,18,83076,691,77379,4,0,1,Ukraine,0
146,22,128872,513,18952,1,0,0,Poland,0
147,43,39216,387,48798,1,0,1,Poland,0
148,31,137512,700,93696,4,1,0,Poland,0
149,56,136682,345,45939,3,0,1,Germany,0
150,44,113070,762,24516,1,0,0,Poland,0
151,26,99767,609,51526,2,0,0,Poland,1
152,32,117829,385,5449,3,0,0,Poland,0
153,32,46614,391,45290,3,0,1,Poland,0
154,43,56258,541,81661,4,0,0,Ukraine,0
155,59,113789,301,67954,4,1,1,Germany,0
156,30,62078,524,17746,2,1,0,Germany,1
157,68,126288,415,62990,1,0,0,Ukraine,1
158,49,103524,402,53810,4,1,0,Ukraine,1
159,56,116573,493,78297,4,1,0,Germany,0
160,66,32219,465,10223,3,0,1,Poland,0
161,69,20235,389,67237,4,1,0,Poland,0
162,49,62929,421,-2403,4,1,0,Germany,0
163,21,147309,442,60677,4,1,1,Poland,1
164,47,87444,405,-2341,4,1,0,Ukraine,1
165,54,28567,727,81516,3,1,0,Poland,1
166,40,121834,604,69567,2,1,0,Poland,1
167,56,90792,616,10037,2,1,0,Poland,1
168,62,85441,308,41738,1,1,1,Germany,0
169,32,104555,372,98965,4,0,1,Ukraine,0
170,60,93698,658,66678,3,0,0,Poland,0
171,46,144450,522,7109,1,1,1,Germany,0
172,53,137248,715,17010,1,1,1,Poland,0
173,30,25415,669,3787,2,0,0,Ukraine,0
174,49,56159,563,3472,3,1,1,Poland,1
175,24,63925,617,18383,3,1,0,Ukraine,0
176,68,146523,383,56709,3,0,1,Poland,1
177,39,25951,617,64785,2,0,1,Ukraine,1
178,45,107388,410,29518,2,0,1,Poland,0
179,19,28007,550,48909,2,1,0,Ukraine,0
180,59,146730,682,13351,2,1,1,Poland,0
181,62,61832,306,64624,2,0,0,Poland,1
182,23,78596,758,48330,4,0,0,Germany,1
183,45,141101,383,10282,4,1,1,Germany,1
184,45,50523,507,79866,3,0,0,Ukraine,0
185,61,108861,689,16778,1,1,1,Poland,0
186,61,144194,613,19264,3,1,0,Ukraine,0
187,37,106740,321,54675,1,0,0,Germany,1
188,47,35524,709,75,2,0,1,Ukraine,0
189,28,149028,814,70948,1,1,1,Ukraine,0
190,45,39282,426,43454,3,0,1,Germany,0
191,42,43930,313,23365,3,0,1,Poland,0
192,56,20077,311,67766,1,0,0,Ukraine,0
193,50,125881,386,43200,4,0,0,Germany,0
194,18,145501,823,6002,2,1,0,Poland,0
195,44,40611,836,8947,2,1,1,Germany,0
196,69,36984,600,74222,3,1,0,Ukraine,1
197,30,34060,542,89840,4,1,1,Poland,1
198,58,102985,421,73610,1,0,0,Poland,0
199,20,104056,446,47142,2,0,1,Germany,1
200,56,145329,655,51307,4,1,0,Germany,0
201,23,63303,608,-507,2,1,0,Germany,0
202,25,79207,587,45085,4,0,1,Poland,1
203,44,95046,606,29228,4,1,0,Poland,1
204,26,49287,848,74676,3,1,1,Ukraine,1
205,54,113709,651,46875,2,0,0,Poland,0
206,50,59711,611,26655,1,1,0,Ukraine,0
207,68,31954,358,38472,3,0,1,Germany,1
208,59,93340,334,44437,3,0,1,Germany,0
209,61,92101,744,44416,1,1,0,Poland,0
210,41,91520,392,54711,3,0,0,Germany,1
211,32,107062,506,1816,4,1,0,Germany,1
212,49,122974,652,72175,4,0,0,Poland,1
213,49,38574,631,59307,2,1,0,Ukraine,0
214,41,29184,458,41733,2,1,0,Poland,1
215,58,39096,323,90028,1,1,1,Ukraine,0
216,69,87728,703,6240,2,0,1,Poland,0
217,66,54016,815,93234,4,0,1,Poland,0
218,66,31246,663,87493,1,1,0,Germany,0
219,69,65558,681,93344,1,0,0,Poland,0
220,29,138721,831,66363,2,1,0,Poland,0
221,56,38381,451,27762,4,1,1,Ukraine,0
222,19,147796,719,3259,1,0,1,Germany,0
223,20,56455,549,45139,4,1,0,Ukraine,0
224,66,112263,416,9849,4,0,0,Ukraine,0
225,54,24018,811,76768,4,1,1,Germany,0
226,66,31302,634,84709,2,0,1,Germany,1
227,34,87506,717,49869,3,1,1,Germany,1
228,66,61157,594,58095,3,1,0,Poland,0
229,19,74917,670,65910,1,0,0,Germany,1
230,19,112738,485,81710,4,1,0,Germany,0
231,45,116646,545,18567,2,1,1,Germany,0
232,40,103122,567,30292,4,0,1,Ukraine,1
233,54,44519,536,69813,4,1,0,Ukraine,0
234,49,116809,829,92136,2,0,0,Poland,1
235,50,107487,320,46631,3,1,1,Ukraine,0
236,18,76819,819,4885,4,0,0,Poland,1
237,36,100910,399,54659,4,1,1,Ukraine,0
238,19,140430,777,49306,3,1,1,Germany,0
239,61,91324,597,61314,2,1,0,Ukraine,0
240,43,25408,825,60087,1,0,1,Poland,1
241,49,79379,633,24165,3,0,0,Ukraine,0
242,23,45053,301,53929,1,0,1,Germany,1
243,49,29446,674,62028,1,0,1,Poland,0
244,21,20922,592,90998,3,1,0,Germany,0
245,28,118723,617,44812,4,1,1,Germany,0
246,34,71356,801,45500,1,0,0,Poland,0
247,55,30789,680,74151,1,0,0,Germany,1
248,41,117720,313,53643,2,0,1,Germany,0
249,22,86656,803,39900,4,1,0,Ukraine,0
250,69,64028,530,37946,1,0,0,Germany,0
251,51,84484,383,2851,2,0,0,Germany,0
252,23,52154,429,11288,4,1,0,Germany,1
253,39,102870,444,67692,3,1,0,Germany,0
254,28,22336,327,62580,3,0,0,Poland,0
255,65,123677,365,2368,2,1,1,Ukraine,1
256,33,87779,462,80436,3,0,0,Germany,1
257,50,39029,528,91136,1,1,1,Germany,0
258,26,79201,560,41403,4,0,1,Poland,0
259,23,52265,748,86170,1,0,0,Germany,0
260,33,122916,723,4168,1,0,1,Poland,0
261,46,132250,759,81497,3,0,1,Ukraine,1
262,20,136553,600,44879,1,1,0,Ukraine,0
263,37,63872,602,54871,3,1,0,Germany,0
264,53,66197,586,84388,4,1,0,Germany,0
265,36,145733,694,93646,4,1,1,Germany,0
266,43,75180,309,27174,1,0,1,Poland,0
267,20,43710,569,94751,2,0,0,Germany,0
268,36,49486,660,87491,3,1,0,Germany,0
269,37,91907,556,1581,3,1,1,Ukraine,0
270,49,148876,432,66853,1,1,1,Germany,0
271,24,91895,575,59046,3,1,1,Ukraine,0
272,69,84435,812,44678,3,1,1,Germany,0
273,58,60631,612,21649,2,0,0,Ukraine,0
274,50,149038,583,83668,2,0,1,Germany,0
275,57,121532,420,77325,1,0,1,Ukraine,0
276,56,40103,406,9567,2,1,1,Poland,0
277,35,84772,503,75404,1,1,1,Ukraine,0
278,57,146108,464,84906,4,1,0,Ukraine,1
279,18,34382,604,91019,1,1,0,Ukraine,1
280,28,104291,796,56944,4,0,1,Germany,1
281,45,121195,455,73002,1,0,1,Germany,0
282,42,23756,666,23803,3,1,0,Germany,1
283,67,40609,550,13230,2,0,0,Poland,0
284,40,134074,633,12862,4,0,1,Poland,0
285,48,36478,810,38355,1,1,1,Ukraine,0
286,47,120978,592,26259,2,1,0,Poland,1
287,59,59666,319,94075,1,1,0,Ukraine,0
288,52,95683,581,82445,2,1,0,Ukraine,0
289,24,119097,300,25795,2,1,0,Ukraine,1
290,33,144714,418,3770,1,1,0,Poland,1
291,43,120420,334,6093,4,0,0,Germany,0
292,65,91315,497,41571,4,0,1,Poland,0
293,69,97834,784,-4807,3,1,0,Ukraine,0
294,66,146205,358,95311,2,0,0,Ukraine,1
295,19,34153,460,12569,3,1,0,Poland,0
296,18,129415,505,6190,3,1,0,Ukraine,0
297,65,96325,311,57824,1,1,1,Ukraine,1
298,29,129701,789,37752,1,1,1,Poland,0
299,22,32999,575,27327,1,0,0,Poland,0
300,54,75318,541,37070,2,1,1,Poland,0
301,49,20814,515,80925,1,0,1,Ukraine,0
302,26,135033,550,35197,1,1,1,Ukraine,0
303,58,96077,425,-2739,2,1,1,Germany,0
304,52,110474,516,88905,2,1,1,Germany,0
305,36,22443,605,21512,4,0,1,Poland,0
306,65,95993,484,1716,1,1,0,Germany,0
307,33,95916,338,81795,1,1,0,Ukraine,1
308,20,93319,522,23933,1,1,0,Germany,1
309,37,145885,483,-622,4,0,0,Ukraine,0
310,41,129777,794,35583,1,0,0,Poland,0
311,50,37368,726,80371,4,0,1,Poland,0
312,41,35328,477,24033,3,1,0,Ukraine,1
313,69,76942,727,19000,4,0,0,Germany,0
314,28,111751,593,70868,3,1,1,Poland,1
315,66,119131,450,37604,1,0,1,Poland,0
316,25,47306,683,63336,3,0,0,Germany,1
317,53,105451,607,90074,4,1,1,Germany,1
318,55,59915,635,90655,2,0,1,Ukraine,1
319,57,57219,674,68869,3,1,1,Germany,0
320,37,100879,307,410,3,1,1,Germany,0
321,52,131939,640,78375,1,0,0,Germany,0
322,65,84644,428,51044,4,1,1,Ukraine,0
323,42,80279,651,58315,3,1,0,Ukraine,0
324,52,73028,657,91055,3,0,0,Poland,0
325,42,124263,816,66344,3,0,1,Ukraine,0
326,46,20126,794,1796,3,1,1,Poland,0
327,35,72329,385,81716,2,0,1,Germany,0
328,63,47632,474,49245,4,1,0,Poland,0
329,35,127099,492,38056,1,1,1,Poland,1
330,19,85310,610,12709,1,0,1,Germany,0
331,52,129945,418,53557,2,0,1,Poland,0
332,33,75176,517,12543,4,0,1,Ukraine,0
333,58,139797,726,32418,3,0,1,Ukraine,1
334,53,106066,713,89611,2,1,0,Ukraine,0
335,50,125500,413,98291,4,1,1,Ukraine,0
336,21,146413,444,98001,3,0,1,Poland,0
337,50,64327,837,91038,2,0,1,Poland,0
338,31,88904,602,11724,4,1,0,Germany,0
339,38,23797,644,-1172,1,1,1,Poland,1
340,65,67882,300,12087,1,1,0,Poland,1
341,37,33718,446,7605,4,1,0,Poland,0
342,25,54560,586,26337,1,0,1,Germany,0
343,24,96589,352,482,4,1,1,Ukraine,0
344,20,42116,603,60333,3,1,1,Poland,0
345,34,56244,368,87541,4,0,0,Germany,0
346,50,121721,660,83296,3,1,0,Germany,0
347,65,21645,519,45952,2,1,0,Germany,1
348,29,67523,460,463,4,0,0,Ukraine,1
349,68,144085,388,65448,2,0,0,Poland,0
350,39,137718,458,-352,1,0,0,Germany,0
351,39,39256,788,28623,3,1,1,Ukraine,0
352,63,121376,623,54156,4,1,1,Germany,0
353,47,120158,680,30634,2,0,0,Germany,0
354,55,73173,401,39602,3,0,1,Germany,0
355,55,57430,793,44334,3,1,1,Germany,1
356,62,59282,318,63648,1,0,0,Germany,1
357,68,139719,753,17054,1,0,0,Ukraine,0
358,25,83374,781,65028,3,0,1,Poland,0
359,44,88244,696,17207,3,1,0,Poland,0
360,44,31694,578,75650,4,1,0,Poland,0
361,51,76264,664,94821,3,1,1,Poland,0
362,38,95060,630,76554,4,1,0,Ukraine,0
363,47,117416,643,16386,3,1,1,Ukraine,0
364,50,77545,754,78276,1,1,1,Ukraine,0
365,45,138195,364,54518,4,0,1,Germany,1
366,64,59224,375,47781,2,1,1,Germany,0
367,50,122516,442,47780,1,1,1,Germany,0
368,22,117945,772,56440,4,0,0,Poland,0
369,65,33224,716,39199,4,1,0,Germany,0
370,36,60738,604,56035,2,1,0,Poland,0
371,21,45150,796,3210,4,0,0,Germany,1
372,52,83731,590,39363,3,0,1,Poland,1
373,66,69688,401,73279,2,0,1,Germany,0
374,34,119929,566,55348,1,1,0,Germany,0
375,61,128618,302,50284,1,0,1,Ukraine,0
376,45,93509,384,67124,3,1,0,Germany,0
377,47,28577,627,63847,1,1,0,Germany,1
378,46,28070,749,17432,4,1,0,Ukraine,0
379,63,146161,753,59089,4,1,1,Poland,0
380,23,28666,520,50398,3,0,1,Ukraine,0
381,52,77761,453,94291,1,0,1,Ukraine,0
382,58,141178,311,-1679,1,1,1,Poland,1
383,54,56368,432,76348,3,0,0,Germany,0
384,41,26783,603,32383,2,1,1,Poland,1
385,46,131530,592,73682,1,1,1,Germany,0
386,66,61914,599,74190,2,1,1,Germany,1
387,63,90507,342,47893,1,0,0,Poland,0
388,48,147738,642,30820,1,1,0,Ukraine,0
389,52,99026,625,61262,1,1,1,Poland,1
390,50,135893,797,-1240,1,0,1,Germany,0
391,69,131255,663,17190,4,0,1,Poland,0
392,38,130616,726,62411,2,0,1,Poland,0
393,49,87526,320,18377,2,0,0,Germany,1
394,40,90835,706,41737,1,1,1,Ukraine,0
395,50,65765,635,64569,1,0,1,Poland,1
396,20,39956,416,33211,2,1,1,Germany,0
397,35,107895,423,77909,4,0,0,Germany,0
398,42,66240,698,-1256,3,0,0,Poland,1
399,59,141008,350,19995,3,0,1,Ukraine,0
400,48,57148,623,11977,2,0,1,Poland,1
401,20,114270,440,92938,1,0,1,Ukraine,1
402,57,147978,769,29542,1,0,1,Ukraine,0
403,63,24757,633,5651,4,1,1,Ukraine,0
404,41,39097,672,94239,3,0,0,Ukraine,0
405,67,30395,793,73931,4,0,0,Poland,1
406,49,36241,838,90344,3,0,0,Germany,1
407,64,123892,455,97112,2,0,1,Germany,0
408,39,47696,590,11715,3,1,0,Germany,0
409,40,135654,443,39409,4,0,0,Germany,0
410,19,90480,405,19306,4,0,0,Germany,1
411,44,66163,719,14086,4,0,1,Germany,0
412,59,39816,301,9376,2,0,1,Poland,0
413,19,69840,389,56350,3,1,0,Ukraine,0
414,43,122547,644,66425,3,0,1,Germany,1
415,34,72853,649,98358,4,1,0,Poland,0
416,57,44917,758,31636,3,0,0,Germany,0
417,50,116731,562,81120,1,1,0,Germany,0
418,26,41566,650,46649,1,1,0,Ukraine,0
419,60,95452,407,29610,1,0,1,Ukraine,1
420,65,82823,338,5058,3,0,1,Ukraine,1
421,56,141392,458,69637,2,1,1,Germany,0
422,46,40806,611,73033,2,1,1,Germany,0
423,59,95520,540,65194,2,0,0,Germany,0
424,43,21759,744,71917,2,1,1,Ukraine,0
425,52,146092,597,59200,1,1,0,Poland,1
426,67,61949,335,41619,1,1,1,Germany,0
427,42,112374,383,12154,4,0,1,Germany,0
428,41,22482,751,14539,3,1,1,Germany,0
429,30,44442,684,55058,3,1,0,Poland,0
430,24,53719,471,57068,2,1,0,Germany,0
431,53,78066,675,72313,1,0,0,Poland,0
432,62,113501,661,94932,2,0,0,Germany,0
433,37,22079,440,25373,4,1,1,Poland,1
434,18,22717,417,28154,3,0,0,Germany,0
435,25,79676,576,1031,3,1,0,Ukraine,0
436,63,47952,519,88533,2,0,1,Ukraine,1
437,33,106444,325,66975,4,0,1,Ukraine,0
438,31,62460,820,17785,3,1,0,Ukraine,1
439,29,110397,309,73928,4,0,1,Germany,0
440,68,92847,677,23669,4,0,0,Ukraine,0
441,40,113607,451,89475,2,0,1,Poland,0
442,32,109106,348,-2718,1,1,0,Ukraine,0
443,45,38449,453,29624,2,0,0,Ukraine,0
444,51,53536,592,43438,1,0,0,Ukraine,1
445,19,84077,349,84900,4,1,0,Germany,0
446,49,58258,830,62534,1,0,0,Ukraine,0
447,40,68302,359,26705,4,0,1,Poland,0
448,39,145937,466,33244,3,0,0,Ukraine,0
449,68,48865,501,69964,3,0,0,Ukraine,0
450,42,26645,445,32437,3,0,0,Ukraine,0
451,39,139771,738,72872,2,1,0,Poland,1
452,39,58000,541,69878,2,1,0,Ukraine,1
453,66,46737,782,67982,4,0,1,Poland,0
454,69,31485,407,45583,3,0,1,Poland,0
455,59,58565,525,33392,2,0,0,Ukraine,1
456,23,45522,731,2461,3,1,1,Poland,1
457,32,139614,718,95123,2,1,0,Germany,0
458,60,85155,754,5516,1,0,1,Ukraine,1
459,54,75168,459,74285,1,0,1,Ukraine,0
460,50,72487,822,12514,3,1,0,Poland,1
461,25,149948,376,95962,4,0,1,Poland,0
462,61,32342,808,31268,2,1,1,Ukraine,0
463,61,60806,740,85486,2,1,0,Germany,1
464,22,68770,553,95424,1,0,0,Poland,0
465,56,98623,619,31788,1,1,1,Poland,0
466,21,123177,562,70749,4,0,1,Germany,0
467,23,119785,673,56049,4,0,1,Germany,1
468,62,95629,466,57493,4,0,0,Ukraine,1
469,49,140993,758,31027,3,0,1,Germany,1
470,69,72603,579,88547,1,0,1,Ukraine,0
471,47,146944,601,37849,3,0,1,Germany,1
472,64,132726,830,95127,1,1,0,Poland,0
473,52,101974,517,12858,1,1,0,Ukraine,0
474,57,125947,401,79162,2,1,0,Ukraine,1
475,69,46399,587,74003,1,1,0,Ukraine,0
476,33,148177,466,47395,1,0,1,Germany,0
477,30,105382,335,34758,3,1,0,Poland,0
478,67,101244,652,49312,1,1,1,Ukraine,0
479,59,129575,372,63670,3,1,1,Ukraine,1
480,47,135520,652,77279,4,0,1,Ukraine,0
481,36,130904,369,10434,1,1,1,Ukraine,1
482,34,96534,724,59047,1,0,0,Poland,0
483,36,75106,816,42775,3,1,0,Germany,0
484,45,132599,727,70769,4,0,0,Poland,0
485,43,50678,838,61677,2,0,0,Ukraine,1
486,54,96218,459,78555,4,1,0,Poland,0
487,43,83230,448,80920,3,0,1,Ukraine,1
488,40,134684,529,40734,4,0,0,Germany,0
489,26,94055,366,96665,3,1,0,Germany,0
490,29,76373,680,83503,3,1,0,Germany,0
491,18,51480,357,35603,2,1,0,Ukraine,1
492,18,105230,558,71708,1,0,1,Poland,1
493,64,88836,641,76926,3,0,1,Germany,0
494,51,92258,429,63803,3,0,1,Ukraine,0
495,49,59986,471,34332,2,1,1,Ukraine,0
496,65,44160,508,86703,3,0,1,Poland,1
497,42,105595,653,16312,1,0,0,Germany,0
498,57,121358,770,88376,2,0,1,Ukraine,1
499,62,99111,415,79526,1,0,1,Poland,1
500,18,84929,563,39179,1,0,1,Germany,0
501,33,93506,741,66442,2,0,0,Poland,1
502,56,54911,847,35379,3,0,0,Poland,0
503,22,107127,752,12297,1,1,1,Ukraine,0
504,39,51821,776,-2989,1,1,0,Ukraine,0
505,46,95039,586,39014,1,1,0,Ukraine,0
506,20,80535,602,6738,1,0,1,Poland,1
507,29,133453,610,89333,2,0,0,Ukraine,0
508,43,104458,507,42498,2,1,0,Poland,0
509,33,32175,745,6120,4,0,0,Poland,0
510,68,139235,354,3767,4,1,1,Ukraine,0
511,54,74771,311,17852,1,0,1,Germany,0
512,39,126660,699,74239,3,0,1,Germany,0
513,46,147157,814,-4071,1,1,0,Germany,0
514,31,141300,841,72487,3,1,1,Poland,1
515,45,106925,536,86575,1,1,0,Poland,1
516,22,133374,578,90040,4,1,0,Poland,0
517,64,86358,647,12438,4,1,0,Ukraine,1
518,66,37327,403,43515,3,0,1,Poland,0
519,47,67057,816,744,1,0,1,Ukraine,0
520,63,26150,547,78820,3,0,1,Ukraine,0
521,69,24425,663,37417,4,1,1,Germany,0
522,22,143654,620,2069,1,1,0,Germany,0
523,29,36032,585,37359,1,1,1,Germany,1
524,33,22198,448,14799,3,1,0,Ukraine,0
525,43,80500,383,93746,2,1,1,Ukraine,1
526,43,73394,705,88762,3,1,1,Ukraine,0
527,65,40079,755,65188,4,0,1,Poland,1
528,38,56220,460,84859,4,0,0,Ukraine,0
529,56,61874,759,2597,4,0,0,Germany,0
530,53,33859,849,42093,4,0,0,Germany,0
531,50,70460,799,32226,4,0,0,Ukraine,0
532,47,51419,808,67127,2,1,0,Ukraine,0
533,54,138865,780,86369,1,1,1,Germany,1
534,40,28705,413,72362,3,1,0,Ukraine,0
535,27,62880,660,21417,3,1,0,Germany,1
536,22,149838,640,13693,4,1,0,Poland,0
537,53,43236,748,74674,3,1,0,Germany,1
538,51,107955,479,48161,4,0,1,Poland,0
539,69,105514,706,-2831,2,1,0,Ukraine,0
540,48,123145,495,79092,2,1,1,Ukraine,1
541,27,35358,765,17052,1,1,1,Poland,0
542,36,119713,610,66849,2,1,1,Ukraine,0
543,49,114914,561,68851,2,0,0,Poland,0
544,18,122870,718,3036,1,0,1,Ukraine,0
545,22,96918,705,26778,3,1,0,Germany,0
546,62,139179,442,22734,4,0,0,Ukraine,1
547,21,136243,641,18173,4,0,0,Germany,0
548,33,34596,615,25403,3,1,0,Germany,0
549,41,53572,400,61321,1,1,0,Poland,0
550,33,98757,543,66675,3,1,1,Ukraine,0
551,19,21279,789,1344,2,1,1,Poland,0
552,66,83197,311,13800,1,1,0,Ukraine,1
553,45,131496,538,20372,1,0,1,Germany,0
554,49,82516,341,56516,1,1,0,Germany,1
555,44,27083,728,15538,4,1,1,Ukraine,0
556,37,140674,457,58918,3,1,1,Ukraine,0
557,41,140307,515,9973,1,0,1,Poland,0
558,29,146457,761,66155,1,1,1,Ukraine,0
559,67,129397,433,95240,1,1,1,Ukraine,0
560,52,37771,366,54500,3,1,0,Ukraine,0
561,50,49975,306,31575,4,0,0,Poland,1
562,50,65648,825,37261,2,1,1,Ukraine,0
563,68,145641,372,22716,4,1,0,Germany,1
